,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
1632,HCLTech,3.4,44.8k,3.8L,4.5k,284
1633,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1634,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1635,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1636,Jio,4.4,33.1k,62.5k,4.1k,3
1637,Axis Bank,3.6,32.5k,1L,1.9k,192
1638,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1639,Amazon,3.9,31k,1.5L,5.8k,1.9k
1640,iEnergizer,4.6,27.2k,24k,1.2k,94
1641,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
1642,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1643,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1644,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1645,Cognizant,3.6,60.2k,6L,6.3k,624
1646,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1647,HDFC Bank,3.8,51.1k,1.5L,3k,330
1648,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1649,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1650,HCLTech,3.4,44.8k,3.8L,4.5k,284
1651,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1652,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1653,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1654,Jio,4.4,33.1k,62.5k,4.1k,3
1655,Axis Bank,3.6,32.5k,1L,1.9k,192
1656,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1657,Amazon,3.9,31k,1.5L,5.8k,1.9k
1658,iEnergizer,4.6,27.2k,24k,1.2k,94
1659,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
1660,LTIMindtree,3.6,26k,1.9L,3.4k,548
1661,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1662,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1663,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1664,Cognizant,3.6,60.2k,6L,6.3k,624
1665,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1666,HDFC Bank,3.8,51.1k,1.5L,3k,330
1667,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1668,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1669,HCLTech,3.4,44.8k,3.8L,4.5k,284
1670,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1671,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1672,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1673,Jio,4.4,33.1k,62.5k,4.1k,3
1674,Axis Bank,3.6,32.5k,1L,1.9k,192
1675,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1676,Amazon,3.9,31k,1.5L,5.8k,1.9k
1677,iEnergizer,4.6,27.2k,24k,1.2k,94
1678,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
1679,LTIMindtree,3.6,26k,1.9L,3.4k,548
1680,IBM,3.9,25.4k,2.1L,2.6k,2k
1681,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1682,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1683,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1684,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1685,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1686,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1687,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1688,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1689,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1690,Cognizant,3.6,60.2k,6L,6.3k,624
1691,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1692,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1693,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1694,Cognizant,3.6,60.2k,6L,6.3k,624
1695,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1696,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1697,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1698,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1699,Cognizant,3.6,60.2k,6L,6.3k,624
1700,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1701,HDFC Bank,3.8,51.1k,1.5L,3k,330
1702,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1703,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1704,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1705,Cognizant,3.6,60.2k,6L,6.3k,624
1706,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1707,HDFC Bank,3.8,51.1k,1.5L,3k,330
1708,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1709,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1710,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1711,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1712,Cognizant,3.6,60.2k,6L,6.3k,624
1713,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1714,HDFC Bank,3.8,51.1k,1.5L,3k,330
1715,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1716,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1717,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1718,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1719,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1720,Cognizant,3.6,60.2k,6L,6.3k,624
1721,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1722,HDFC Bank,3.8,51.1k,1.5L,3k,330
1723,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1724,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1725,HCLTech,3.4,44.8k,3.8L,4.5k,284
1726,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1727,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1728,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1729,Cognizant,3.6,60.2k,6L,6.3k,624
1730,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1731,HDFC Bank,3.8,51.1k,1.5L,3k,330
1732,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1733,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1734,HCLTech,3.4,44.8k,3.8L,4.5k,284
1735,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1736,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1737,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1738,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1739,Cognizant,3.6,60.2k,6L,6.3k,624
1740,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1741,HDFC Bank,3.8,51.1k,1.5L,3k,330
1742,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1743,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1744,HCLTech,3.4,44.8k,3.8L,4.5k,284
1745,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1746,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1747,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1748,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1749,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1750,Cognizant,3.6,60.2k,6L,6.3k,624
1751,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1752,HDFC Bank,3.8,51.1k,1.5L,3k,330
1753,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1754,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1755,HCLTech,3.4,44.8k,3.8L,4.5k,284
1756,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1757,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1758,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1759,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1760,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1761,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1762,Cognizant,3.6,60.2k,6L,6.3k,624
1763,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1764,HDFC Bank,3.8,51.1k,1.5L,3k,330
1765,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1766,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1767,HCLTech,3.4,44.8k,3.8L,4.5k,284
1768,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1769,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1770,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1771,Jio,4.4,33.1k,62.5k,4.1k,3
1772,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1773,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1774,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1775,Cognizant,3.6,60.2k,6L,6.3k,624
1776,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1777,HDFC Bank,3.8,51.1k,1.5L,3k,330
1778,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1779,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1780,HCLTech,3.4,44.8k,3.8L,4.5k,284
1781,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1782,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1783,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1784,Jio,4.4,33.1k,62.5k,4.1k,3
1785,Axis Bank,3.6,32.5k,1L,1.9k,192
1786,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1787,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1788,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1789,Cognizant,3.6,60.2k,6L,6.3k,624
1790,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1791,HDFC Bank,3.8,51.1k,1.5L,3k,330
1792,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1793,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1794,HCLTech,3.4,44.8k,3.8L,4.5k,284
1795,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1796,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1797,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1798,Jio,4.4,33.1k,62.5k,4.1k,3
1799,Axis Bank,3.6,32.5k,1L,1.9k,192
1800,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1801,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1802,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1803,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1804,Cognizant,3.6,60.2k,6L,6.3k,624
1805,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1806,HDFC Bank,3.8,51.1k,1.5L,3k,330
1807,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1808,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1809,HCLTech,3.4,44.8k,3.8L,4.5k,284
1810,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1811,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1812,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1813,Jio,4.4,33.1k,62.5k,4.1k,3
1814,Axis Bank,3.6,32.5k,1L,1.9k,192
1815,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1816,Amazon,3.9,31k,1.5L,5.8k,1.9k
1817,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1818,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1819,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1820,Cognizant,3.6,60.2k,6L,6.3k,624
1821,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1822,HDFC Bank,3.8,51.1k,1.5L,3k,330
1823,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1824,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1825,HCLTech,3.4,44.8k,3.8L,4.5k,284
1826,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1827,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1828,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1829,Jio,4.4,33.1k,62.5k,4.1k,3
1830,Axis Bank,3.6,32.5k,1L,1.9k,192
1831,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1832,Amazon,3.9,31k,1.5L,5.8k,1.9k
1833,iEnergizer,4.6,27.2k,24k,1.2k,94
1834,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1835,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1836,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1837,Cognizant,3.6,60.2k,6L,6.3k,624
1838,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1839,HDFC Bank,3.8,51.1k,1.5L,3k,330
1840,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1841,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1842,HCLTech,3.4,44.8k,3.8L,4.5k,284
1843,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1844,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1845,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1846,Jio,4.4,33.1k,62.5k,4.1k,3
1847,Axis Bank,3.6,32.5k,1L,1.9k,192
1848,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1849,Amazon,3.9,31k,1.5L,5.8k,1.9k
1850,iEnergizer,4.6,27.2k,24k,1.2k,94
1851,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
1852,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1853,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1854,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1855,Cognizant,3.6,60.2k,6L,6.3k,624
1856,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1857,HDFC Bank,3.8,51.1k,1.5L,3k,330
1858,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1859,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1860,HCLTech,3.4,44.8k,3.8L,4.5k,284
1861,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1862,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1863,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1864,Jio,4.4,33.1k,62.5k,4.1k,3
1865,Axis Bank,3.6,32.5k,1L,1.9k,192
1866,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1867,Amazon,3.9,31k,1.5L,5.8k,1.9k
1868,iEnergizer,4.6,27.2k,24k,1.2k,94
1869,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
1870,LTIMindtree,3.6,26k,1.9L,3.4k,548
1871,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1872,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1873,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1874,Cognizant,3.6,60.2k,6L,6.3k,624
1875,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1876,HDFC Bank,3.8,51.1k,1.5L,3k,330
1877,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1878,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1879,HCLTech,3.4,44.8k,3.8L,4.5k,284
1880,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1881,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1882,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1883,Jio,4.4,33.1k,62.5k,4.1k,3
1884,Axis Bank,3.6,32.5k,1L,1.9k,192
1885,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
1886,Amazon,3.9,31k,1.5L,5.8k,1.9k
1887,iEnergizer,4.6,27.2k,24k,1.2k,94
1888,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
1889,LTIMindtree,3.6,26k,1.9L,3.4k,548
1890,IBM,3.9,25.4k,2.1L,2.6k,2k
1891,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1892,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1893,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1894,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1895,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1896,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1897,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1898,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1899,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1900,Cognizant,3.6,60.2k,6L,6.3k,624
1901,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1902,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1903,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1904,Cognizant,3.6,60.2k,6L,6.3k,624
1905,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1906,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1907,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1908,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1909,Cognizant,3.6,60.2k,6L,6.3k,624
1910,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1911,HDFC Bank,3.8,51.1k,1.5L,3k,330
1912,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1913,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1914,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1915,Cognizant,3.6,60.2k,6L,6.3k,624
1916,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1917,HDFC Bank,3.8,51.1k,1.5L,3k,330
1918,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1919,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1920,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1921,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1922,Cognizant,3.6,60.2k,6L,6.3k,624
1923,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1924,HDFC Bank,3.8,51.1k,1.5L,3k,330
1925,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1926,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1927,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1928,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1929,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1930,Cognizant,3.6,60.2k,6L,6.3k,624
1931,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1932,HDFC Bank,3.8,51.1k,1.5L,3k,330
1933,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1934,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1935,HCLTech,3.4,44.8k,3.8L,4.5k,284
1936,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1937,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1938,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1939,Cognizant,3.6,60.2k,6L,6.3k,624
1940,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1941,HDFC Bank,3.8,51.1k,1.5L,3k,330
1942,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1943,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1944,HCLTech,3.4,44.8k,3.8L,4.5k,284
1945,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1946,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1947,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1948,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1949,Cognizant,3.6,60.2k,6L,6.3k,624
1950,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1951,HDFC Bank,3.8,51.1k,1.5L,3k,330
1952,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1953,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1954,HCLTech,3.4,44.8k,3.8L,4.5k,284
1955,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1956,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1957,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1958,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1959,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1960,Cognizant,3.6,60.2k,6L,6.3k,624
1961,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1962,HDFC Bank,3.8,51.1k,1.5L,3k,330
1963,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1964,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1965,HCLTech,3.4,44.8k,3.8L,4.5k,284
1966,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1967,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1968,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1969,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1970,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1971,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1972,Cognizant,3.6,60.2k,6L,6.3k,624
1973,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1974,HDFC Bank,3.8,51.1k,1.5L,3k,330
1975,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1976,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1977,HCLTech,3.4,44.8k,3.8L,4.5k,284
1978,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1979,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1980,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1981,Jio,4.4,33.1k,62.5k,4.1k,3
1982,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1983,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1984,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1985,Cognizant,3.6,60.2k,6L,6.3k,624
1986,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
1987,HDFC Bank,3.8,51.1k,1.5L,3k,330
1988,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
1989,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
1990,HCLTech,3.4,44.8k,3.8L,4.5k,284
1991,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
1992,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
1993,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
1994,Jio,4.4,33.1k,62.5k,4.1k,3
1995,Axis Bank,3.6,32.5k,1L,1.9k,192
1996,TCS,3.3,1.1L,9.8L,11.9k,2.7k
1997,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
1998,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
1999,Cognizant,3.6,60.2k,6L,6.3k,624
2000,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
2001,HDFC Bank,3.8,51.1k,1.5L,3k,330
2002,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
2003,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
2004,HCLTech,3.4,44.8k,3.8L,4.5k,284
2005,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
2006,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
2007,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
2008,Jio,4.4,33.1k,62.5k,4.1k,3
2009,Axis Bank,3.6,32.5k,1L,1.9k,192
2010,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
2011,TCS,3.3,1.1L,9.8L,11.9k,2.7k
2012,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
2013,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
2014,Cognizant,3.6,60.2k,6L,6.3k,624
2015,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
2016,HDFC Bank,3.8,51.1k,1.5L,3k,330
2017,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
2018,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
2019,HCLTech,3.4,44.8k,3.8L,4.5k,284
2020,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
2021,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
2022,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
2023,Jio,4.4,33.1k,62.5k,4.1k,3
2024,Axis Bank,3.6,32.5k,1L,1.9k,192
2025,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
2026,Amazon,3.9,31k,1.5L,5.8k,1.9k
2027,TCS,3.3,1.1L,9.8L,11.9k,2.7k
2028,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
2029,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
2030,Cognizant,3.6,60.2k,6L,6.3k,624
2031,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
2032,HDFC Bank,3.8,51.1k,1.5L,3k,330
2033,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
2034,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
2035,HCLTech,3.4,44.8k,3.8L,4.5k,284
2036,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
2037,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
2038,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
2039,Jio,4.4,33.1k,62.5k,4.1k,3
2040,Axis Bank,3.6,32.5k,1L,1.9k,192
2041,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
2042,Amazon,3.9,31k,1.5L,5.8k,1.9k
2043,iEnergizer,4.6,27.2k,24k,1.2k,94
2044,TCS,3.3,1.1L,9.8L,11.9k,2.7k
2045,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
2046,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
2047,Cognizant,3.6,60.2k,6L,6.3k,624
2048,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
2049,HDFC Bank,3.8,51.1k,1.5L,3k,330
2050,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
2051,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
2052,HCLTech,3.4,44.8k,3.8L,4.5k,284
2053,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
2054,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
2055,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
2056,Jio,4.4,33.1k,62.5k,4.1k,3
2057,Axis Bank,3.6,32.5k,1L,1.9k,192
2058,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
2059,Amazon,3.9,31k,1.5L,5.8k,1.9k
2060,iEnergizer,4.6,27.2k,24k,1.2k,94
2061,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
2062,TCS,3.3,1.1L,9.8L,11.9k,2.7k
2063,Accenture,3.7,71.9k,6.5L,9.2k,37.9k
2064,Wipro,3.6,63.8k,4.8L,6.7k,5.6k
2065,Cognizant,3.6,60.2k,6L,6.3k,624
2066,Capgemini,3.7,51.8k,4.8L,5.5k,2.1k
2067,HDFC Bank,3.8,51.1k,1.5L,3k,330
2068,Infosys,3.5,47.7k,5.2L,8.4k,2.5k
2069,ICICI Bank,4.0,45.2k,1.5L,2.9k,15
2070,HCLTech,3.4,44.8k,3.8L,4.5k,284
2071,Tech Mahindra,3.4,42.6k,2.8L,4.5k,639
2072,Genpact,3.6,41.2k,2.3L,3.8k,1.2k
2073,Teleperformance,3.8,37k,96.1k,2.2k,1.3k
2074,Jio,4.4,33.1k,62.5k,4.1k,3
2075,Axis Bank,3.6,32.5k,1L,1.9k,192
2076,Concentrix Corporation,3.6,31.6k,1.3L,2k,61
2077,Amazon,3.9,31k,1.5L,5.8k,1.9k
2078,iEnergizer,4.6,27.2k,24k,1.2k,94
2079,Reliance Retail,3.9,27.1k,76.7k,1.9k,130
2080,LTIMindtree,3.6,26k,1.9L,3.4k,548
