,Company_Name,Ratings,Rating_Count,Salary,Interview,Jobs
11743,Yokohama Off-Highway Tires,3.7,947,4k,68,7
11744,JSW Group,3.8,946,4.1k,125,--
11745,Mando Automotive,4.0,944,4.3k,55,--
11746,Financial Software & Systems,3.6,945,5.3k,73,11
11747,Jubilant Pharmova,3.7,941,3.3k,61,19
11748,Defence Research & Development Organisation,4.5,939,3.8k,77,--
11749,Hathway,3.3,935,3.4k,48,14
11750,Technip Energies,4.1,936,4.9k,90,52
11751,Salcomp Manufacturing,4.0,935,4.3k,84,11
11752,Shriram General Insurance,3.6,934,2.9k,40,--
11753,National Payments Corporation of India,4.0,933,4.1k,101,33
11754,KEI Industries,4.2,932,3.2k,69,1
11755,Velocis Systems,3.8,932,5.2k,67,12
11756,Guidehouse,3.6,933,5.3k,76,66
11757,Skipper,3.8,931,3k,69,16
11758,Amphenol Interconnect,4.3,930,3.6k,50,9
11759,ICCS,3.1,930,2.9k,65,15
11760,Pramerica Life Insurance,3.6,931,2.4k,40,6
11761,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11762,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11763,Tikona Infinet,3.5,929,2.6k,33,4
11764,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11765,Tikona Infinet,3.5,929,2.6k,33,4
11766,Astral Adhesives,3.9,929,2.3k,54,--
11767,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11768,Tikona Infinet,3.5,929,2.6k,33,4
11769,Astral Adhesives,3.9,929,2.3k,54,--
11770,FLSmidth,3.5,928,4.1k,45,12
11771,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11772,Tikona Infinet,3.5,929,2.6k,33,4
11773,Astral Adhesives,3.9,929,2.3k,54,--
11774,FLSmidth,3.5,928,4.1k,45,12
11775,Timken,3.9,927,4.1k,56,1
11776,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11777,Tikona Infinet,3.5,929,2.6k,33,4
11778,Astral Adhesives,3.9,929,2.3k,54,--
11779,FLSmidth,3.5,928,4.1k,45,12
11780,Timken,3.9,927,4.1k,56,1
11781,Jaro Education,3.2,929,2.3k,108,12
11782,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11783,Tikona Infinet,3.5,929,2.6k,33,4
11784,Astral Adhesives,3.9,929,2.3k,54,--
11785,FLSmidth,3.5,928,4.1k,45,12
11786,Timken,3.9,927,4.1k,56,1
11787,Jaro Education,3.2,929,2.3k,108,12
11788,VeeTechnologies,3.8,927,4.4k,104,35
11789,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11790,Tikona Infinet,3.5,929,2.6k,33,4
11791,Astral Adhesives,3.9,929,2.3k,54,--
11792,FLSmidth,3.5,928,4.1k,45,12
11793,Timken,3.9,927,4.1k,56,1
11794,Jaro Education,3.2,929,2.3k,108,12
11795,VeeTechnologies,3.8,927,4.4k,104,35
11796,Aircel,4.4,927,1.2k,9,--
11797,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11798,Tikona Infinet,3.5,929,2.6k,33,4
11799,Astral Adhesives,3.9,929,2.3k,54,--
11800,FLSmidth,3.5,928,4.1k,45,12
11801,Timken,3.9,927,4.1k,56,1
11802,Jaro Education,3.2,929,2.3k,108,12
11803,VeeTechnologies,3.8,927,4.4k,104,35
11804,Aircel,4.4,927,1.2k,9,--
11805,Sandhar Technologies,3.8,927,3.5k,51,14
11806,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11807,Tikona Infinet,3.5,929,2.6k,33,4
11808,Astral Adhesives,3.9,929,2.3k,54,--
11809,FLSmidth,3.5,928,4.1k,45,12
11810,Timken,3.9,927,4.1k,56,1
11811,Jaro Education,3.2,929,2.3k,108,12
11812,VeeTechnologies,3.8,927,4.4k,104,35
11813,Aircel,4.4,927,1.2k,9,--
11814,Sandhar Technologies,3.8,927,3.5k,51,14
11815,Marsh McLennan,3.9,927,7.9k,51,3
11816,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11817,Tikona Infinet,3.5,929,2.6k,33,4
11818,Astral Adhesives,3.9,929,2.3k,54,--
11819,FLSmidth,3.5,928,4.1k,45,12
11820,Timken,3.9,927,4.1k,56,1
11821,Jaro Education,3.2,929,2.3k,108,12
11822,VeeTechnologies,3.8,927,4.4k,104,35
11823,Aircel,4.4,927,1.2k,9,--
11824,Sandhar Technologies,3.8,927,3.5k,51,14
11825,Marsh McLennan,3.9,927,7.9k,51,3
11826,Naukri,4.2,923,3.2k,220,69
11827,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11828,Tikona Infinet,3.5,929,2.6k,33,4
11829,Astral Adhesives,3.9,929,2.3k,54,--
11830,FLSmidth,3.5,928,4.1k,45,12
11831,Timken,3.9,927,4.1k,56,1
11832,Jaro Education,3.2,929,2.3k,108,12
11833,VeeTechnologies,3.8,927,4.4k,104,35
11834,Aircel,4.4,927,1.2k,9,--
11835,Sandhar Technologies,3.8,927,3.5k,51,14
11836,Marsh McLennan,3.9,927,7.9k,51,3
11837,Naukri,4.2,923,3.2k,220,69
11838,Signify,3.4,922,4.3k,63,23
11839,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11840,Tikona Infinet,3.5,929,2.6k,33,4
11841,Astral Adhesives,3.9,929,2.3k,54,--
11842,FLSmidth,3.5,928,4.1k,45,12
11843,Timken,3.9,927,4.1k,56,1
11844,Jaro Education,3.2,929,2.3k,108,12
11845,VeeTechnologies,3.8,927,4.4k,104,35
11846,Aircel,4.4,927,1.2k,9,--
11847,Sandhar Technologies,3.8,927,3.5k,51,14
11848,Marsh McLennan,3.9,927,7.9k,51,3
11849,Naukri,4.2,923,3.2k,220,69
11850,Signify,3.4,922,4.3k,63,23
11851,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11852,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11853,Tikona Infinet,3.5,929,2.6k,33,4
11854,Astral Adhesives,3.9,929,2.3k,54,--
11855,FLSmidth,3.5,928,4.1k,45,12
11856,Timken,3.9,927,4.1k,56,1
11857,Jaro Education,3.2,929,2.3k,108,12
11858,VeeTechnologies,3.8,927,4.4k,104,35
11859,Aircel,4.4,927,1.2k,9,--
11860,Sandhar Technologies,3.8,927,3.5k,51,14
11861,Marsh McLennan,3.9,927,7.9k,51,3
11862,Naukri,4.2,923,3.2k,220,69
11863,Signify,3.4,922,4.3k,63,23
11864,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11865,Reliance Power,4.1,922,3.2k,59,2
11866,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11867,Tikona Infinet,3.5,929,2.6k,33,4
11868,Astral Adhesives,3.9,929,2.3k,54,--
11869,FLSmidth,3.5,928,4.1k,45,12
11870,Timken,3.9,927,4.1k,56,1
11871,Jaro Education,3.2,929,2.3k,108,12
11872,VeeTechnologies,3.8,927,4.4k,104,35
11873,Aircel,4.4,927,1.2k,9,--
11874,Sandhar Technologies,3.8,927,3.5k,51,14
11875,Marsh McLennan,3.9,927,7.9k,51,3
11876,Naukri,4.2,923,3.2k,220,69
11877,Signify,3.4,922,4.3k,63,23
11878,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11879,Reliance Power,4.1,922,3.2k,59,2
11880,Psp Projects,3.9,922,3k,74,9
11881,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11882,Tikona Infinet,3.5,929,2.6k,33,4
11883,Astral Adhesives,3.9,929,2.3k,54,--
11884,FLSmidth,3.5,928,4.1k,45,12
11885,Timken,3.9,927,4.1k,56,1
11886,Jaro Education,3.2,929,2.3k,108,12
11887,VeeTechnologies,3.8,927,4.4k,104,35
11888,Aircel,4.4,927,1.2k,9,--
11889,Sandhar Technologies,3.8,927,3.5k,51,14
11890,Marsh McLennan,3.9,927,7.9k,51,3
11891,Naukri,4.2,923,3.2k,220,69
11892,Signify,3.4,922,4.3k,63,23
11893,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11894,Reliance Power,4.1,922,3.2k,59,2
11895,Psp Projects,3.9,922,3k,74,9
11896,Bhanzu,3.8,920,1.2k,191,4
11897,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11898,Tikona Infinet,3.5,929,2.6k,33,4
11899,Astral Adhesives,3.9,929,2.3k,54,--
11900,FLSmidth,3.5,928,4.1k,45,12
11901,Timken,3.9,927,4.1k,56,1
11902,Jaro Education,3.2,929,2.3k,108,12
11903,VeeTechnologies,3.8,927,4.4k,104,35
11904,Aircel,4.4,927,1.2k,9,--
11905,Sandhar Technologies,3.8,927,3.5k,51,14
11906,Marsh McLennan,3.9,927,7.9k,51,3
11907,Naukri,4.2,923,3.2k,220,69
11908,Signify,3.4,922,4.3k,63,23
11909,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11910,Reliance Power,4.1,922,3.2k,59,2
11911,Psp Projects,3.9,922,3k,74,9
11912,Bhanzu,3.8,920,1.2k,191,4
11913,SFO Technologies,3.4,918,4.6k,46,60
11914,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11915,Tikona Infinet,3.5,929,2.6k,33,4
11916,Astral Adhesives,3.9,929,2.3k,54,--
11917,FLSmidth,3.5,928,4.1k,45,12
11918,Timken,3.9,927,4.1k,56,1
11919,Jaro Education,3.2,929,2.3k,108,12
11920,VeeTechnologies,3.8,927,4.4k,104,35
11921,Aircel,4.4,927,1.2k,9,--
11922,Sandhar Technologies,3.8,927,3.5k,51,14
11923,Marsh McLennan,3.9,927,7.9k,51,3
11924,Naukri,4.2,923,3.2k,220,69
11925,Signify,3.4,922,4.3k,63,23
11926,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11927,Reliance Power,4.1,922,3.2k,59,2
11928,Psp Projects,3.9,922,3k,74,9
11929,Bhanzu,3.8,920,1.2k,191,4
11930,SFO Technologies,3.4,918,4.6k,46,60
11931,Adani Enterprises,3.7,918,4.5k,101,2
11932,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11933,Tikona Infinet,3.5,929,2.6k,33,4
11934,Astral Adhesives,3.9,929,2.3k,54,--
11935,FLSmidth,3.5,928,4.1k,45,12
11936,Timken,3.9,927,4.1k,56,1
11937,Jaro Education,3.2,929,2.3k,108,12
11938,VeeTechnologies,3.8,927,4.4k,104,35
11939,Aircel,4.4,927,1.2k,9,--
11940,Sandhar Technologies,3.8,927,3.5k,51,14
11941,Marsh McLennan,3.9,927,7.9k,51,3
11942,Naukri,4.2,923,3.2k,220,69
11943,Signify,3.4,922,4.3k,63,23
11944,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11945,Reliance Power,4.1,922,3.2k,59,2
11946,Psp Projects,3.9,922,3k,74,9
11947,Bhanzu,3.8,920,1.2k,191,4
11948,SFO Technologies,3.4,918,4.6k,46,60
11949,Adani Enterprises,3.7,918,4.5k,101,2
11950,Amazon Sellers Services,4.0,917,2.4k,130,--
11951,BDR Pharmaceuticals International,4.1,930,1.9k,138,27
11952,Tikona Infinet,3.5,929,2.6k,33,4
11953,Astral Adhesives,3.9,929,2.3k,54,--
11954,FLSmidth,3.5,928,4.1k,45,12
11955,Timken,3.9,927,4.1k,56,1
11956,Jaro Education,3.2,929,2.3k,108,12
11957,VeeTechnologies,3.8,927,4.4k,104,35
11958,Aircel,4.4,927,1.2k,9,--
11959,Sandhar Technologies,3.8,927,3.5k,51,14
11960,Marsh McLennan,3.9,927,7.9k,51,3
11961,Naukri,4.2,923,3.2k,220,69
11962,Signify,3.4,922,4.3k,63,23
11963,Aristo Pharmaceuticals,3.9,922,2.4k,52,12
11964,Reliance Power,4.1,922,3.2k,59,2
11965,Psp Projects,3.9,922,3k,74,9
11966,Bhanzu,3.8,920,1.2k,191,4
11967,SFO Technologies,3.4,918,4.6k,46,60
11968,Adani Enterprises,3.7,918,4.5k,101,2
11969,Amazon Sellers Services,4.0,917,2.4k,130,--
11970,Sundaram Clayton,3.9,913,2.8k,34,--
11971,KMV Projects Limited,4.2,913,2.2k,60,1
11972,KMV Projects Limited,4.2,913,2.2k,60,1
11973,Godfrey Phillips India,4.0,912,3.2k,42,--
11974,KMV Projects Limited,4.2,913,2.2k,60,1
11975,Godfrey Phillips India,4.0,912,3.2k,42,--
11976,Bayer,4.1,911,4.2k,59,--
11977,KMV Projects Limited,4.2,913,2.2k,60,1
11978,Godfrey Phillips India,4.0,912,3.2k,42,--
11979,Bayer,4.1,911,4.2k,59,--
11980,Knight Frank,4.1,912,3.2k,58,5
11981,KMV Projects Limited,4.2,913,2.2k,60,1
11982,Godfrey Phillips India,4.0,912,3.2k,42,--
11983,Bayer,4.1,911,4.2k,59,--
11984,Knight Frank,4.1,912,3.2k,58,5
11985,Test Yantra Software Solutions,3.1,908,25.4k,145,11
11986,KMV Projects Limited,4.2,913,2.2k,60,1
11987,Godfrey Phillips India,4.0,912,3.2k,42,--
11988,Bayer,4.1,911,4.2k,59,--
11989,Knight Frank,4.1,912,3.2k,58,5
11990,Test Yantra Software Solutions,3.1,908,25.4k,145,11
11991,Navayuga Engineering Company,3.9,909,2.4k,61,11
11992,KMV Projects Limited,4.2,913,2.2k,60,1
11993,Godfrey Phillips India,4.0,912,3.2k,42,--
11994,Bayer,4.1,911,4.2k,59,--
11995,Knight Frank,4.1,912,3.2k,58,5
11996,Test Yantra Software Solutions,3.1,908,25.4k,145,11
11997,Navayuga Engineering Company,3.9,909,2.4k,61,11
11998,Xceedance,3.6,907,6.1k,132,1
11999,KMV Projects Limited,4.2,913,2.2k,60,1
12000,Godfrey Phillips India,4.0,912,3.2k,42,--
12001,Bayer,4.1,911,4.2k,59,--
12002,Knight Frank,4.1,912,3.2k,58,5
12003,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12004,Navayuga Engineering Company,3.9,909,2.4k,61,11
12005,Xceedance,3.6,907,6.1k,132,1
12006,GE Healthcare,3.9,907,5.9k,86,--
12007,KMV Projects Limited,4.2,913,2.2k,60,1
12008,Godfrey Phillips India,4.0,912,3.2k,42,--
12009,Bayer,4.1,911,4.2k,59,--
12010,Knight Frank,4.1,912,3.2k,58,5
12011,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12012,Navayuga Engineering Company,3.9,909,2.4k,61,11
12013,Xceedance,3.6,907,6.1k,132,1
12014,GE Healthcare,3.9,907,5.9k,86,--
12015,Nityo Infotech,3.3,906,5k,99,40
12016,KMV Projects Limited,4.2,913,2.2k,60,1
12017,Godfrey Phillips India,4.0,912,3.2k,42,--
12018,Bayer,4.1,911,4.2k,59,--
12019,Knight Frank,4.1,912,3.2k,58,5
12020,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12021,Navayuga Engineering Company,3.9,909,2.4k,61,11
12022,Xceedance,3.6,907,6.1k,132,1
12023,GE Healthcare,3.9,907,5.9k,86,--
12024,Nityo Infotech,3.3,906,5k,99,40
12025,Apotex Research,3.8,906,2.7k,37,34
12026,KMV Projects Limited,4.2,913,2.2k,60,1
12027,Godfrey Phillips India,4.0,912,3.2k,42,--
12028,Bayer,4.1,911,4.2k,59,--
12029,Knight Frank,4.1,912,3.2k,58,5
12030,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12031,Navayuga Engineering Company,3.9,909,2.4k,61,11
12032,Xceedance,3.6,907,6.1k,132,1
12033,GE Healthcare,3.9,907,5.9k,86,--
12034,Nityo Infotech,3.3,906,5k,99,40
12035,Apotex Research,3.8,906,2.7k,37,34
12036,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12037,KMV Projects Limited,4.2,913,2.2k,60,1
12038,Godfrey Phillips India,4.0,912,3.2k,42,--
12039,Bayer,4.1,911,4.2k,59,--
12040,Knight Frank,4.1,912,3.2k,58,5
12041,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12042,Navayuga Engineering Company,3.9,909,2.4k,61,11
12043,Xceedance,3.6,907,6.1k,132,1
12044,GE Healthcare,3.9,907,5.9k,86,--
12045,Nityo Infotech,3.3,906,5k,99,40
12046,Apotex Research,3.8,906,2.7k,37,34
12047,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12048,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12049,KMV Projects Limited,4.2,913,2.2k,60,1
12050,Godfrey Phillips India,4.0,912,3.2k,42,--
12051,Bayer,4.1,911,4.2k,59,--
12052,Knight Frank,4.1,912,3.2k,58,5
12053,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12054,Navayuga Engineering Company,3.9,909,2.4k,61,11
12055,Xceedance,3.6,907,6.1k,132,1
12056,GE Healthcare,3.9,907,5.9k,86,--
12057,Nityo Infotech,3.3,906,5k,99,40
12058,Apotex Research,3.8,906,2.7k,37,34
12059,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12060,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12061,Experis IT,3.0,903,3.5k,67,--
12062,KMV Projects Limited,4.2,913,2.2k,60,1
12063,Godfrey Phillips India,4.0,912,3.2k,42,--
12064,Bayer,4.1,911,4.2k,59,--
12065,Knight Frank,4.1,912,3.2k,58,5
12066,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12067,Navayuga Engineering Company,3.9,909,2.4k,61,11
12068,Xceedance,3.6,907,6.1k,132,1
12069,GE Healthcare,3.9,907,5.9k,86,--
12070,Nityo Infotech,3.3,906,5k,99,40
12071,Apotex Research,3.8,906,2.7k,37,34
12072,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12073,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12074,Experis IT,3.0,903,3.5k,67,--
12075,Nirma,4.2,903,3.1k,52,1
12076,KMV Projects Limited,4.2,913,2.2k,60,1
12077,Godfrey Phillips India,4.0,912,3.2k,42,--
12078,Bayer,4.1,911,4.2k,59,--
12079,Knight Frank,4.1,912,3.2k,58,5
12080,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12081,Navayuga Engineering Company,3.9,909,2.4k,61,11
12082,Xceedance,3.6,907,6.1k,132,1
12083,GE Healthcare,3.9,907,5.9k,86,--
12084,Nityo Infotech,3.3,906,5k,99,40
12085,Apotex Research,3.8,906,2.7k,37,34
12086,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12087,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12088,Experis IT,3.0,903,3.5k,67,--
12089,Nirma,4.2,903,3.1k,52,1
12090,Netscribes,2.7,903,3k,94,43
12091,KMV Projects Limited,4.2,913,2.2k,60,1
12092,Godfrey Phillips India,4.0,912,3.2k,42,--
12093,Bayer,4.1,911,4.2k,59,--
12094,Knight Frank,4.1,912,3.2k,58,5
12095,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12096,Navayuga Engineering Company,3.9,909,2.4k,61,11
12097,Xceedance,3.6,907,6.1k,132,1
12098,GE Healthcare,3.9,907,5.9k,86,--
12099,Nityo Infotech,3.3,906,5k,99,40
12100,Apotex Research,3.8,906,2.7k,37,34
12101,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12102,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12103,Experis IT,3.0,903,3.5k,67,--
12104,Nirma,4.2,903,3.1k,52,1
12105,Netscribes,2.7,903,3k,94,43
12106,Volvo,4.0,903,5.3k,78,4
12107,KMV Projects Limited,4.2,913,2.2k,60,1
12108,Godfrey Phillips India,4.0,912,3.2k,42,--
12109,Bayer,4.1,911,4.2k,59,--
12110,Knight Frank,4.1,912,3.2k,58,5
12111,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12112,Navayuga Engineering Company,3.9,909,2.4k,61,11
12113,Xceedance,3.6,907,6.1k,132,1
12114,GE Healthcare,3.9,907,5.9k,86,--
12115,Nityo Infotech,3.3,906,5k,99,40
12116,Apotex Research,3.8,906,2.7k,37,34
12117,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12118,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12119,Experis IT,3.0,903,3.5k,67,--
12120,Nirma,4.2,903,3.1k,52,1
12121,Netscribes,2.7,903,3k,94,43
12122,Volvo,4.0,903,5.3k,78,4
12123,Neel Metal Products,4.1,900,2.7k,56,--
12124,KMV Projects Limited,4.2,913,2.2k,60,1
12125,Godfrey Phillips India,4.0,912,3.2k,42,--
12126,Bayer,4.1,911,4.2k,59,--
12127,Knight Frank,4.1,912,3.2k,58,5
12128,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12129,Navayuga Engineering Company,3.9,909,2.4k,61,11
12130,Xceedance,3.6,907,6.1k,132,1
12131,GE Healthcare,3.9,907,5.9k,86,--
12132,Nityo Infotech,3.3,906,5k,99,40
12133,Apotex Research,3.8,906,2.7k,37,34
12134,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12135,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12136,Experis IT,3.0,903,3.5k,67,--
12137,Nirma,4.2,903,3.1k,52,1
12138,Netscribes,2.7,903,3k,94,43
12139,Volvo,4.0,903,5.3k,78,4
12140,Neel Metal Products,4.1,900,2.7k,56,--
12141,Aviva Life Insurance India,3.5,896,2.6k,34,18
12142,KMV Projects Limited,4.2,913,2.2k,60,1
12143,Godfrey Phillips India,4.0,912,3.2k,42,--
12144,Bayer,4.1,911,4.2k,59,--
12145,Knight Frank,4.1,912,3.2k,58,5
12146,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12147,Navayuga Engineering Company,3.9,909,2.4k,61,11
12148,Xceedance,3.6,907,6.1k,132,1
12149,GE Healthcare,3.9,907,5.9k,86,--
12150,Nityo Infotech,3.3,906,5k,99,40
12151,Apotex Research,3.8,906,2.7k,37,34
12152,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12153,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12154,Experis IT,3.0,903,3.5k,67,--
12155,Nirma,4.2,903,3.1k,52,1
12156,Netscribes,2.7,903,3k,94,43
12157,Volvo,4.0,903,5.3k,78,4
12158,Neel Metal Products,4.1,900,2.7k,56,--
12159,Aviva Life Insurance India,3.5,896,2.6k,34,18
12160,Schlumberger,3.8,895,5.3k,155,60
12161,KMV Projects Limited,4.2,913,2.2k,60,1
12162,Godfrey Phillips India,4.0,912,3.2k,42,--
12163,Bayer,4.1,911,4.2k,59,--
12164,Knight Frank,4.1,912,3.2k,58,5
12165,Test Yantra Software Solutions,3.1,908,25.4k,145,11
12166,Navayuga Engineering Company,3.9,909,2.4k,61,11
12167,Xceedance,3.6,907,6.1k,132,1
12168,GE Healthcare,3.9,907,5.9k,86,--
12169,Nityo Infotech,3.3,906,5k,99,40
12170,Apotex Research,3.8,906,2.7k,37,34
12171,Deepak Fertilisers and Petrochemicals,4.1,905,3.3k,48,17
12172,Tafe Motors & Tractors,3.9,905,2.8k,58,--
12173,Experis IT,3.0,903,3.5k,67,--
12174,Nirma,4.2,903,3.1k,52,1
12175,Netscribes,2.7,903,3k,94,43
12176,Volvo,4.0,903,5.3k,78,4
12177,Neel Metal Products,4.1,900,2.7k,56,--
12178,Aviva Life Insurance India,3.5,896,2.6k,34,18
12179,Schlumberger,3.8,895,5.3k,155,60
12180,Medhaj Techno Concept,4.0,896,2k,56,1
12181,HomeLane,3.3,896,4.1k,92,35
12182,HomeLane,3.3,896,4.1k,92,35
12183,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12184,HomeLane,3.3,896,4.1k,92,35
12185,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12186,Medha Servo Drives,4.3,894,3k,92,--
12187,HomeLane,3.3,896,4.1k,92,35
12188,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12189,Medha Servo Drives,4.3,894,3k,92,--
12190,SKH Metals,4.0,895,2.7k,78,4
12191,HomeLane,3.3,896,4.1k,92,35
12192,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12193,Medha Servo Drives,4.3,894,3k,92,--
12194,SKH Metals,4.0,895,2.7k,78,4
12195,Steag Energy Services,4.3,895,2.8k,47,13
12196,HomeLane,3.3,896,4.1k,92,35
12197,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12198,Medha Servo Drives,4.3,894,3k,92,--
12199,SKH Metals,4.0,895,2.7k,78,4
12200,Steag Energy Services,4.3,895,2.8k,47,13
12201,OCS Group,4.1,893,2.6k,59,20
12202,HomeLane,3.3,896,4.1k,92,35
12203,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12204,Medha Servo Drives,4.3,894,3k,92,--
12205,SKH Metals,4.0,895,2.7k,78,4
12206,Steag Energy Services,4.3,895,2.8k,47,13
12207,OCS Group,4.1,893,2.6k,59,20
12208,Volkswagen,4.2,893,3k,53,--
12209,HomeLane,3.3,896,4.1k,92,35
12210,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12211,Medha Servo Drives,4.3,894,3k,92,--
12212,SKH Metals,4.0,895,2.7k,78,4
12213,Steag Energy Services,4.3,895,2.8k,47,13
12214,OCS Group,4.1,893,2.6k,59,20
12215,Volkswagen,4.2,893,3k,53,--
12216,Bosch Chassis Systems,4.1,892,2.7k,46,--
12217,HomeLane,3.3,896,4.1k,92,35
12218,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12219,Medha Servo Drives,4.3,894,3k,92,--
12220,SKH Metals,4.0,895,2.7k,78,4
12221,Steag Energy Services,4.3,895,2.8k,47,13
12222,OCS Group,4.1,893,2.6k,59,20
12223,Volkswagen,4.2,893,3k,53,--
12224,Bosch Chassis Systems,4.1,892,2.7k,46,--
12225,CIEL HR,4.0,892,3k,70,1
12226,HomeLane,3.3,896,4.1k,92,35
12227,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12228,Medha Servo Drives,4.3,894,3k,92,--
12229,SKH Metals,4.0,895,2.7k,78,4
12230,Steag Energy Services,4.3,895,2.8k,47,13
12231,OCS Group,4.1,893,2.6k,59,20
12232,Volkswagen,4.2,893,3k,53,--
12233,Bosch Chassis Systems,4.1,892,2.7k,46,--
12234,CIEL HR,4.0,892,3k,70,1
12235,AJIO,3.6,890,2.7k,65,--
12236,HomeLane,3.3,896,4.1k,92,35
12237,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12238,Medha Servo Drives,4.3,894,3k,92,--
12239,SKH Metals,4.0,895,2.7k,78,4
12240,Steag Energy Services,4.3,895,2.8k,47,13
12241,OCS Group,4.1,893,2.6k,59,20
12242,Volkswagen,4.2,893,3k,53,--
12243,Bosch Chassis Systems,4.1,892,2.7k,46,--
12244,CIEL HR,4.0,892,3k,70,1
12245,AJIO,3.6,890,2.7k,65,--
12246,Yashoda Hospitals,3.9,890,3.3k,64,28
12247,HomeLane,3.3,896,4.1k,92,35
12248,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12249,Medha Servo Drives,4.3,894,3k,92,--
12250,SKH Metals,4.0,895,2.7k,78,4
12251,Steag Energy Services,4.3,895,2.8k,47,13
12252,OCS Group,4.1,893,2.6k,59,20
12253,Volkswagen,4.2,893,3k,53,--
12254,Bosch Chassis Systems,4.1,892,2.7k,46,--
12255,CIEL HR,4.0,892,3k,70,1
12256,AJIO,3.6,890,2.7k,65,--
12257,Yashoda Hospitals,3.9,890,3.3k,64,28
12258,Birla Opus,4.0,891,1.9k,86,--
12259,HomeLane,3.3,896,4.1k,92,35
12260,Egis India Consulting Engineers,4.2,895,2.4k,57,13
12261,Medha Servo Drives,4.3,894,3k,92,--
12262,SKH Metals,4.0,895,2.7k,78,4
12263,Steag Energy Services,4.3,895,2.8k,47,13
12264,OCS Group,4.1,893,2.6k,59,20
12265,Volkswagen,4.2,893,3k,53,--
12266,Bosch Chassis Systems,4.1,892,2.7k,46,--
12267,CIEL HR,4.0,892,3k,70,1
12268,AJIO,3.6,890,2.7k,65,--
12269,Yashoda Hospitals,3.9,890,3.3k,64,28
